product_name,comment_header,comment,rating
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,No header,No comment,No rating
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,No header,No comment,No rating
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,No header,No comment,No rating
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,Best in the market!,Good for muscle mass and bulk..... Result visible in just 5 to 6 days with normally good diet ...best for skinny People....READ MORE,5
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,Terrific,Good productREAD MORE,5
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,Waste of money!,"Very bad product, don't buyREAD MORE",5
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,Terrific,Good productREAD MORE,No rating
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,No header,No comment,No rating
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,No header,No comment,No rating
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,No header,No comment,No rating
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,No header,No comment,No rating
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,No header,No comment,No rating
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,No header,No comment,No rating
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,Best in the market!,Nice protein powderREAD MORE,5
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,Fabulous!,"Perfect packing and delivered in time..... I used ultimate nutrition whey protein, as it is whey protein and muscle blaze whey protein....... Bigmuscles whey is cheaper than the below.... Lets use and see the resultsREAD MORE",5
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,Must buy!,Superb 👌👌READ MORE,5
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,Excellent,always best 😊READ MORE,5
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,Terrible product,Insects found after keeping the product for 1week from delivery dateREAD MORE,5
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,Must buy!,GoodREAD MORE,4
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,Delightful,"Tastes good, effect can be feel after 1 month of useREAD MORE",3
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,Good,Taste is very sweet and not goodREAD MORE,No rating
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,No header,No comment,No rating
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,No header,No comment,No rating
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,Nice,Not badREAD MORE,3
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,Worst experience ever!,Very worst taste and no muscle gain and staminaREAD MORE,5
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,Horrible,It gives so much of froth. Tastes too sweet. Definitely not the best in the market. Surely I am not going to buy it again.READ MORE,4
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,Terrific purchase,It was a treat to bodyBut too sweetREAD MORE,No rating
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,Slightly disappointed,"Digestion issues and bloating, gastric issues.READ MORE",No rating
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,Worth the money,GoodREAD MORE,No rating
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,Very poor,No improment very badREAD MORE,No rating
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,No header,No comment,No rating
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,No header,No comment,No rating
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,No header,No comment,No rating
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,Bad quality,Don't by all of u hair fall over load hevey don't by any oneREAD MORE,4
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,Nice product,Nice prREAD MORE,5
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,Did not meet expectations,Not goodREAD MORE,5
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,Wonderful,Super 👍💪💪💪READ MORE,No rating
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,Awesome,Tasty is owsn.. it is mentioned that it gives 24 g protein per scoop.. overall good..READ MORE,No rating
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,Not recommended at all,Causes bloating issues and too sweet and taste is badREAD MORE,No rating
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,Absolute rubbish!,Worst product just gives 13-14 gm/ per scoop as per lab reportREAD MORE,No rating
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,No header,No comment,No rating
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,No header,No comment,No rating
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,No header,No comment,No rating
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,Brilliant,Good productREAD MORE,5
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,Waste of money!,Please don't buy it ....it contains only sugar nothing elseREAD MORE,4
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,Could be way better,Not good as old one..old one is so better than new gold way.READ MORE,5
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,Pretty good,personally i like this flavourREAD MORE,5
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,Excellent,Good productREAD MORE,5
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,Absolute rubbish!,Poor qualityREAD MORE,5
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,Fabulous!,I love IT 💞READ MORE,No rating
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,Terrific purchase,This product is wonderful pocket friendly good in taste mixability is superb and the taste is amazing. Can't say about the results because I discontinued gym and workout for some time but you all can rely on it. The product was genuine and packaging was awesomeREAD MORE,No rating
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,Bad quality,No effect Low qualityLots of bloatingDon't buyAlso chech the lab test reports before buying It is failed.READ MORE,No rating
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,Fabulous!,"Wow undoubtedly it works...It helps me to gain weight.. With proper workout in 8 days of workout I gained 3.5kg ... My diet is 6 eggs, chiken alternative day, soya chunks, brown breadREAD MORE",No rating
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,Don't waste your money,3 month of use 0 benifits garbageREAD MORE,5
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,Best in the market!,Value for money product.READ MORE,5
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,Best in the market!,"Excellent product, I have gained 5 kg of muscle after using this.READ MORE",5
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,Excellent,GoodREAD MORE,3
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,Unsatisfactory,"Very bad product, smell and taste is horribleREAD MORE",5
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,Decent product,Product is good but flavour is very bad Vanilla creamREAD MORE,No rating
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,Fabulous!,Nice productREAD MORE,No rating
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,No header,No comment,No rating
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,No header,No comment,No rating
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,No header,No comment,No rating
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,Worst experience ever!,Not good taste quantity not proper 2kgREAD MORE,5
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,Perfect product!,Taste is amazing must buy try it and get resultREAD MORE,5
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,Worthless,Worst qualityREAD MORE,4
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,Awesome,Good oneREAD MORE,4
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,Worth the money,GoodREAD MORE,5
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,Worth the money,GoodREAD MORE,No rating
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,Great product,Very good product u have to take after the gym more effective on body very goodREAD MORE,No rating
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,No header,No comment,No rating
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,No header,No comment,No rating
BIGMUSCLES NUTRITION Premium Gold Whey Whey Protein,No header,No comment,No rating
Endura Mass,Delightful,"Have it morning and evening.Morning = glass milk + 3 spoons of endura + 2 banana. Go to gym and work heavily for 2hrs. Breakfast = a day before rice or 7 to 8 slices of bread.Evening = glass milk + 2 spoons of endura + 2 banana. Workout normally at home.  Meal per day calculation = breakfast (heavy), lunch (average), dinner (not much). Gym mandatory. I guarantee a fit and muscular body if guys follow these steps. Gym is mandatory. For smokers = do not smoke until the endura finish a...READ MORE",4
Endura Mass,Value-for-money,it is totally very real product ...my weight was 42 but after 1 month I have gained 3.5 kg and now weight is 46.....I have taken it only 1 time in a day .... it also work for taking in 1 time in a day.....totally trusted product...thanks sir....READ MORE,4
Endura Mass,Great product,"Take Proper Diet With it.It Gave better result when u eat it in evening.It Not only increase your weight,It also Improve Your Whole Body Part even Your face.Try it And Better Personality😎😎😎READ MORE",5
Endura Mass,Worth every penny,Good product i feel changes in my body with in a week so it is best for weight gain i give 5 starREAD MORE,5
Endura Mass,Best in the market!,Nice product...product I have feel my body weight within one week.....I suggest to who like to increase weightREAD MORE,5
Endura Mass,Highly recommended,Good productREAD MORE,3
Endura Mass,Good quality product,goodREAD MORE,4
Endura Mass,Terrific purchase,very good productREAD MORE,5
Endura Mass,Very Good,GoodREAD MORE,4
Endura Mass,Worth every penny,Very good product. i love this powder to gain weight. it taste very good with milk ..READ MORE,5
Endura Mass,Wonderful,Nice productREAD MORE,4
Endura Mass,Highly recommended,Lovely product. I Gained 10 kg weight from this.. Too useful product for who can't gain weight.READ MORE,5
Endura Mass,Brilliant,best product for mass gainer.READ MORE,5
Endura Mass,Good Product,Good product...READ MORE,5
Endura Mass,Fabulous!,i was great supplyment for gaining weight i was 48 kg after 3 month my weight become 54kg.READ MORE,5
Endura Mass,Super!,This gives results from the first week and you will start having more food ...it's goodREAD MORE,5
Endura Mass,Mind-blowing purchase,Nice 👌 👌READ MORE,5
Endura Mass,Brilliant,goodREAD MORE,5
Endura Mass,Simply awesome,Nice 👍🏻 Fast delivery Thank You FlipkartREAD MORE,5
Endura Mass,Classy product,Delivery was too fast like jet airways 😅 product are awesome thank you flipkartREAD MORE,5
Endura Mass,Worth every penny,ExllentREAD MORE,5
Endura Mass,Excellent,Satisfied with the service and products. Genuine product with valuable price. Fast delivery withing 24 hours without plus members..and safety packing. Flipkart is frist priority for electronics and tonics. You can verify with original product. By QR code. Thank you flipkartREAD MORE,5
Endura Mass,Good,Its good. Good tast...READ MORE,3
Endura Mass,Slightly disappointed,after using of 3kg no change in weight...let's see some kg....READ MORE,5
Endura Mass,Excellent,very coolREAD MORE,5
Endura Mass,Worth every penny,Good quality product 👍👌👍👌👍💪💪💪💪💪READ MORE,4
Endura Mass,Nice product,excellent productREAD MORE,5
Endura Mass,Terrific purchase,SuperREAD MORE,4
Endura Mass,Good choice,Sharing reviews after half a month of usage.Good and tasty product with banana flavour.I'd recommend to consume with 2 bananas to enhance the flavour.Till now after consuming it for 15 days my weight has increased 1 kg.If you are thin then for the 1st 10 days just consume it without any workout and when you feel that your stomach size is increasing then you can start working out for 10-15 minutes.READ MORE,4
Endura Mass,Nice product,good product but too late shipping 😒READ MORE,No rating
Endura Mass,Fabulous!,Very nice this product before im 60 kg  after im 76 kg i love it andura mass gainerREAD MORE,5
Endura Mass,nice podat,wowREAD MORE,5
Endura Mass,Perfect product!,"choklate flavor good product,READ MORE",5
Endura Mass,Awesome,best productREAD MORE,5
Endura Mass,Very Good,v niceREAD MORE,4
Endura Mass,Just wow!,niceREAD MORE,5
Endura Mass,Value-for-money,"Well product is genuine, I gained 4lbs approx in a month following a routine and balanced diet with weight training. Mix 2 scoops n have it with breakfast or after morning gym. Eat 5 meals min. Breakfast then light meal after 3 hours. Lunch. Evening Snack. Dinner. Total calories should be 2000+ approx from diet. Mix 2 scoops n have it before bed for two weeks. Then alter the timings with evening hours. You will get result. Only supplement can't do anything alone. You need diet with it ..READ MORE",4
Endura Mass,Classy product,It is fantastic. It is helping me to increase my weight and fitnessREAD MORE,5
Endura Mass,Nice,Nic prodect this price in endura massREAD MORE,4
Endura Mass,Super!,Best and suitable products for all age groups I increased my 4.7kg weight in 2 months.It so effective and efficient for our weight gaining Anyone should go for itREAD MORE,5
Endura Mass,Worth every penny,good serviceREAD MORE,5
Endura Mass,Perfect product!,"Nice product,, You'll definitely see change in your bodyDon't trust some comments in this section I'll change in a week or 10 days Use till the last spoon.....Not only supplement you have to make a proper diet for better result as fastNuts,dates,chasew,curd,banana, coconut, add this on your dietREAD MORE",5
Endura Mass,Highly recommended,ExcellentREAD MORE,5
Endura Mass,Pretty good,Gud productREAD MORE,4
Endura Mass,Great product,Nice and very low price on Flipkart 😎🙏READ MORE,5
Endura Mass,Terrific,Gud protein very happyREAD MORE,5
Endura Mass,Must buy!,Got the delivery just after the next day...... I've ordered. Product is nice but the main thing is that if you wanna gain some weight.....Then you needa do exercise everyday and keep on eating healthy foods along with itREAD MORE,5
Endura Mass,Excellent,niceREAD MORE,5
Endura Mass,Must buy!,First time order n start drinking Endura mass..... After 3 month I'll say its resultREAD MORE,5
Endura Mass,Decent product,is the good pordakt I'm adnan skREAD MORE,3
Endura Mass,Terrific,"good packeging, mfd is ok, thank u FlipkartREAD MORE",5
Endura Mass,Great product,NiceREAD MORE,5
Endura Mass,Excellent,delivery in time and good productREAD MORE,5
Endura Mass,Delightful,Original product..... value of moneyREAD MORE,4
Endura Mass,Terrific purchase,goodREAD MORE,5
Endura Mass,Awesome,endura mass is a number one weight gainer my weight is 46 kg after using endura mass my weight is 62 kg within 4 weeks so I suggest ENDURA MASS TO EVERY WEIGHT GAINERREAD MORE,5
Endura Mass,Really Nice,very useful product..READ MORE,4
Endura Mass,Best in the market!,Of course a high thanks to E.Mass Company.Morever i love the delivery by flipkartREAD MORE,5
Endura Mass,Excellent,Best weight gainer available in the market. You can take it and it will increase your calories intake in a day. It contains good Quantity of Carbohydrates.👌👌READ MORE,5
Endura Mass,Worth the money,Very nice product 👌my weight gain 10 kg after use this product in one monthREAD MORE,4
Endura Mass,Best in the market!,"Good taste. Awesome product. Although I don't know if I have gained much weight with this. I've certainly maintained it, given that I don't have breakfast and on somedays I have a meal only once.READ MORE",5
Endura Mass,Mind-blowing purchase,very goodREAD MORE,5
Endura Mass,Delightful,good product and nice gainer sahi mai weight gain hua meraREAD MORE,4
Endura Mass,Value-for-money,Nice priductREAD MORE,4
Endura Mass,Highly recommended,Awesome  product  n good delivery thank you filipkart.....READ MORE,5
Endura Mass,Best in the market!,NiceREAD MORE,5
Endura Mass,Must buy!,Actually this product is good but it is not effect on me... I am 20 but my weight is only 32 suggest me somethingREAD MORE,5
Endura Mass,Just wow!,It's really helpful to gain wait within one month...... I'm happy with this product and the most important thing is that no side effectsREAD MORE,5
Endura Mass,Great product,niceREAD MORE,5
Endura Mass,Does the job,Effective but taste is not goodREAD MORE,3
Endura Mass,Terrific,Writing this after using it for 4 months. Taste is good. Mixability is also nice. And it definitely increases ur mass. I have gained 8kgs in 4 months. But yes u need to combine endura mass with 1-2 hour gym. Fairly satisfied with the results.READ MORE,5
Endura Mass,Terrific,It is very nice product and please dont believed any one say that it is worst products and very bad no it is very good products in this price for example -- chotta parka bada dhamalREAD MORE,5
Endura Mass,Waste of money!,"Never buy any mass gainer,,,buy raw whey protein and sugar and flavor..Always keep in your it doesn't work..They have mentioned you will have to include two bananas and milk..I can definitely promise you if you take only 2 bananas and milk in your diet without endura ,,,,you will gain weight..READ MORE",5
Endura Mass,Waste waste waste,I finished 500gm of endura mass within 20 days but haven't gain even 500gm.READ MORE,4
Endura Mass,Simply awesome,Good packingREAD MORE,5
Endura Mass,Wonderful,no side effect.. havent had it on regular basis.. but yep.. it doesn't affects ur daily intake of food.. like if you think you will feel full or bloated stomach.. so no sir!!.. It also aids digestion.. as per my opinion.. but yeah go for some other flavour perhaps choco would have been a better option over vannila.. but its quite fine.. vanilla is good for summer's.. when you are up for a chilled milkshake or banana shake mixed with endura mass.. for winters hot choclate wud definately do!!.....READ MORE,3
Endura Mass,Awesome,Nice productREAD MORE,4
Endura Mass,Slightly disappointed,delivery should be on timeREAD MORE,No rating
Endura Mass,Decent product,Tests like some kind of medicine with a little bit of Chocolate and I've uesd it for only 2 days so i still don't know if it works or not ...... and at the end it's a good deal for meREAD MORE,No rating
Endura Mass,Wonderful,endura mass does help you in gain weight.. I'm was a skinny guy(presently lean) i can tell you by my experience... you have to take it once or twice a day.. but don't completely depend on endura mass just take your meals on time... remember endura mass adds calorie to your current meal plan and cutting meals and only depending on endura mass will yeild no results.. and a little bit workout will help you to maintain the fats level in your body and will help you to create an attractive physique..READ MORE,No rating
Endura Mass,Waste of money!,"Hi there, This product does nothing at all. I haven't seen any changes. To gain weight, EAT a lot ...   Eat veggies, fruits, fast food, cheese and meals with a lot of ghee... Eat at every 2 hours..  Trust me, it takes a month to show results....    Be patient and stay healthy.READ MORE",5
Endura Mass,Just wow!,good product n taste is so yumm.. And it's good for health to gain weight 🙂READ MORE,5
Endura Mass,Highly recommended,", Great heath supplementThis is the second pack I ordered for my father.....    Good health drink   it helps to stay fit। No feeling of weakness and sleepy ness After taking 5 days  twice a day ,you will feel much betterREAD MORE",4
Endura Mass,Horrible,very bad productREAD MORE,5
Endura Mass,Horrible,waste of moneyREAD MORE,3
Endura Mass,Absolute rubbish!,Totally weast of money..after having survived with digest problems..READ MORE,No rating
Endura Mass,Good quality product,good productREAD MORE,No rating
Endura Mass,Terrific purchase,SuperbbbREAD MORE,No rating
Endura Mass,Did not meet expectations,Worst packing always receiving open seal for the said product from flipkart.READ MORE,No rating
Endura Mass,Good,Nice productREAD MORE,No rating
Endura Mass,Great product,Amazing Product with amazing result..READ MORE,5
Endura Mass,Terrific purchase,Good product  i think this supplyment gain faster your weightREAD MORE,5
Endura Mass,Worth every penny,very good deliveryREAD MORE,5
Endura Mass,Best in the market!,good productREAD MORE,5
Endura Mass,Decent product,goodREAD MORE,3
Endura Mass,Worth every penny,goodREAD MORE,5
Endura Mass,Must buy!,"nice product,good delivery,thank you FlipkartREAD MORE",5
Endura Mass,Awesome,As I told in help section before delevery that i want fresh shelflife product and finally i got...Good service i like flipkart and in Price also good as compare to market and Free Delivery...👏👏READ MORE,5
Endura Mass,Terrific,Bought from flipkart found genuine product thanks again flipkart and yes those who r buying these prodcut try to buy ASSURED product itz 1000‰ genuine after checked by flipkart. Thanks me laterREAD MORE,5
Endura Mass,Wonderful,goodREAD MORE,5
Endura Mass,Brilliant,Clear work this product I m gain mass.200ml milk + 2scoop powder+ 2-3 🍌Preworkout and post workout.Minimum 2 times daily use.READ MORE,5
Endura Mass,Highly recommended,Very nice packing and enduramass quality is very good.Thank-you Flipkart..READ MORE,5
Endura Mass,Classy product,goodREAD MORE,5
Endura Mass,Super,Nice products. 5 kg. More gain within 15 days.. main thing is Assured products in Flipkart in affordable rate.READ MORE,5
Endura Mass,Good choice,I found the product exactly the same.. but it doesnt work on my body.. may be I didn't take it properly. 😔READ MORE,4
Endura Mass,Fabulous!,"FLIPKART ALWAYS BESTPRODUCT QUALITY - YES PRODUCT QUALITY IS 100% ORIGINAL & I AM HIGHLY SATISFIED WITH ITPRICE - WELL IN SHOP THIS PRODUCT IS SOLD ON MRP,BUT ON FLIPKART I GOT GOOD DISCOUNTPACKAGING - PERFECT PACKAGING OF PRODUCTDELIVERY TIME - IT WAS ON TIME DELIVERY AS ALWAYS, EKART LOGISTICS ALWAYS ONTIME.THANKS FLIPKART FOR YOU EXCELLENT CUSTOMER SERVICEREAD MORE",5
Endura Mass,Delightful,GoodREAD MORE,4
Endura Mass,Awesome service,I keep saying that the flipkart is best online store.... Thanks team flipkart for fast delivery again. Chocolate favour tastes good.... Waiting for good result.READ MORE,5
Endura Mass,Great product,Best Product in Market  ... It works in 8-10 days .....i used 2 months  and i got 9 kg weightREAD MORE,5
Endura Mass,Really Nice,Good productREAD MORE,4
Endura Mass,Fabulous!,Big Size Product Low Cost...1kg Succesfull Of Body Growth..READ MORE,5
Endura Mass,Classy product,suparb and very fast delivery time 2 timeREAD MORE,5
Endura Mass,Great product,nice effectREAD MORE,5
Endura Mass,Not recommended at all,my husband drank  nearly one and half kg of this powder. we ordered 3 bottles and drank for more Dan 3 months but not even single gram he gained the weightREAD MORE,5
Endura Mass,Best in the market!,I like this weight gainer. Worked for me and most importantly it tastes good so Love to drink it with milk.READ MORE,5
Endura Mass,Simply awesome,goodREAD MORE,5
Endura Mass,Don't waste your money,no body effectREAD MORE,5
Endura Mass,Perfect product!,not si much effectiveREAD MORE,4
Endura Mass,Just wow!,thanksREAD MORE,No rating
Endura Mass,Good quality product,GoodREAD MORE,No rating
Endura Mass,Mind-blowing purchase,Tnq filifkart  for fast deliveryREAD MORE,5
Endura Mass,Must buy!,awesome productREAD MORE,5
Endura Mass,Fabulous!,very good product & price is low than out side market. as ussual delivery is fast of Flipkart & Delivery boy's behaviour is goodREAD MORE,5
Endura Mass,Moderate,very bad productREAD MORE,5
Endura Mass,Perfect product!,Nice one productREAD MORE,4
Endura Mass,Delightful,"Nice product, Good not best so please improve your serviceREAD MORE",5
Endura Mass,Did not meet expectations,Waste of money.  Till one pack end there is no gain. So I think it's all waste. Don't buyREAD MORE,5
Endura Mass,Brilliant,Good product.READ MORE,5
Endura Mass,Brilliant,good time delivery too fast nice good productREAD MORE,No rating
Endura Mass,Perfect product!,Delivered the product before time impressive. Most important the packing of the product is really good.Endura mass is very effective product for the mass gain and have no side effects. Thanks seller for quick processing the order..READ MORE,No rating
Endura Mass,Excellent,It tastes awesome. Soo yummy. Good for health. I’m only 52kg I’m taking this. Hope to see the results soon.READ MORE,5
Endura Mass,Must buy!,this is very costly but taste is far better than other mass gainer if want a powder for ur milk taste so this will be good bcz i was using this product from last days but i dont found alot difference in me i was feeling the same energy if u want a good one then muscle blezzer mb xxl is best i m using currently it is really better than this and also available in cheap priceREAD MORE,5
Endura Mass,Wonderful,Thank you for ordering earlier than expected.The delivery boy also spoke very nicely with us and I liked his method...I sincerely want you to build delivery boys who have such a good practiceREAD MORE,5
Endura Mass,Terrific,This product is not satisfactoryREAD MORE,5
Endura Mass,Delightful,I have gained 3 kg in just 18 days..very effectiveREAD MORE,4
Endura Mass,Utterly Disappointed,no help full for gaining waitREAD MORE,5
Endura Mass,Fabulous!,"Its really work on my body in a weak,I gain 4kg weight in one weak.am a girl and am 25,before this drink my weight was 31 nd after one weak my w8 is 35kg.am happy with this nd it's totally genuine product.I take this morning and evening with two banana nd milk,with 2spoon endura mass.U can also go for it guys without any doubt.😊😊READ MORE",4
Endura Mass,Delightful,Good product worth buying but on matter of gaining weight it's depends upon you no rest of any product can increase you!It's it self you can do it.READ MORE,5
Endura Mass,Super!,very Nice product and Very easily use and my weight is very gaine so I Like this product. only 2 jar is used and my weight is 1.6 kg is gaine so thank you very muchREAD MORE,5
Endura Mass,Must buy!,"I m just start using, so can't give my opinionREAD MORE",No rating
Endura Mass,Wonderful,NiceREAD MORE,5
Endura Mass,Perfect product!,"It,s work is very fast and so benefit awesome productREAD MORE",5
Endura Mass,Product quality,Best product to gain healthy body Choose this and see it how it works on your bodyREAD MORE,4
Endura Mass,Worth the money,good serviceREAD MORE,4
Endura Mass,Simply awesome,niceREAD MORE,5
Endura Mass,Useless product,not workingREAD MORE,3
Endura Mass,Good job flipkart,Nice job for u flipkart u r service is very fast for other online stores good am happy for ur service to ur job nice ....READ MORE,5
Endura Mass,Excellent,"I didn't  taste product yet but I want to tell abut service. the service is fast and looks hygienic,  delivery guy (satya singh)  wearing mask and using Senitiser at the time of delivery..  I feel amaze to see that kind of gesture.. all the best flipkart. thank you flipkart ..  I wish for good health  of flipkart team....thankyou again....READ MORE",4
Endura Mass,Value-for-money,I like its tasteREAD MORE,5
Endura Mass,Excellent,Help full productsREAD MORE,No rating
Endura Mass,Worth every penny,Good for healthREAD MORE,5
Endura Mass,Must buy!,"Good in taste  .  Good packing... and  original  product...❤i love it., ,READ MORE",5
Endura Mass,Simply awesome,Good product good for everyoneREAD MORE,5
Endura Mass,Wonderful,Tast goodREAD MORE,5
Endura Mass,Worth every penny,Superb products and fast delivery.. I'm so happy..thank you FlipkartREAD MORE,5
Endura Mass,Worth the money,Nice product. I like it.READ MORE,4
Endura Mass,Hated it!,Very bad...READ MORE,4
Endura Mass,Really Nice,good productREAD MORE,5
Endura Mass,Awesome,Nice productREAD MORE,No rating
Endura Mass,Absolute rubbish!,Received with broken seal. Doesn't look genuine. And no return also. Buy from nearest stores. Dont buy from here.READ MORE,No rating
Endura Mass,Good choice,"Its nice and product smell is good,Tommorrow start this product to eat..nice one good product..koidiya seekiram result solren guysREAD MORE",4
Endura Mass,Super!,Good product 👍👌READ MORE,5
Endura Mass,Worthless,it's doesn't workREAD MORE,5
Endura Mass,Worst experience ever!,guys please don't waste money I used it full but nothing increase and it really increases sugar...READ MORE,4
Endura Mass,Awesome,veri nice productREAD MORE,No rating
Endura Mass,Very poor,I ordered endura mass 500g and they given me 2 broken cups inside the box.It was very much horrible.READ MORE,No rating
Endura Mass,Utterly Disappointed,totally disappointed😢READ MORE,No rating
Endura Mass,Hated it!,Don't  take  thisREAD MORE,No rating
Endura Mass,Delightful,Product is actually good.... The delivery boy asked me to show msg on my phn abt feedback and he gave feedback by himself... 😅This is so nonsense thing....READ MORE,No rating
Endura Mass,Very poor,Didnt get adjusted to my body.. continuous retinal bleedingREAD MORE,No rating
Endura Mass,Decent product,niceREAD MORE,3
Endura Mass,Wonderful,fine... taste is awesomeREAD MORE,4
Endura Mass,Awesome,goodREAD MORE,5
Endura Mass,Worthless,got a terrible experience from flipkart.READ MORE,5
Endura Mass,Perfect product!,nice productREAD MORE,5
Endura Mass,Terrific purchase,it's a good productREAD MORE,4
Endura Mass,Very Good,nice energy drink....READ MORE,5
Endura Mass,Classy product,good result i gainer 3 kg in one monthsREAD MORE,4
Endura Mass,Good choice,nt  badREAD MORE,No rating
Endura Mass,Absolute rubbish!,So badREAD MORE,No rating
Endura Mass,Perfect product!,Im happyREAD MORE,5
Endura Mass,Met Expectations,It's just like a chocolate powderREAD MORE,3
Endura Mass,Good,Delivery was perfect... nd if i go for the product then i say..it's really good with some banana nd have exercise daily as routine then after ot will works property nd u will notice the changes in ur body!!!In short its very good with milk nd 2 times use of it a day..READ MORE,3
Endura Mass,Excellent,Really helped alot in gaining weight i used to be 38 kg but now i am 58 kg just in 2 monthsREAD MORE,5
Endura Mass,Biggest mistake of my life!,No change was founded....READ MORE,5
Endura Mass,Terrific purchase,NiceREAD MORE,5
Endura Mass,Highly recommended,Very good product....Before my weight 50 kg and after 10 kg endura mass use my weight is 70 kg thanks endura mass......Value of money.....Good product really exallantREAD MORE,5
Endura Mass,Mind-blowing purchase,Very nice product. I have been using this product for 1 month and I have not noticed any side effects.READ MORE,5
Endura Mass,Worth every penny,"this is a good Product ,I am use after 5 days health and body weight is increcesREAD MORE",5
Endura Mass,Excellent,"Best of the best......i recommend  it highly....no damage,, very good packaging, excellent product in this low price range thanks flipkart...READ MORE",No rating
Endura Mass,Nice product,GoodREAD MORE,4
Endura Mass,Must buy!,wow Amazing online shopping app and good fast home delivery and amazing product wow nyc Thank you FlipkartREAD MORE,5
Endura Mass,Wonderful,good product...READ MORE,4
Endura Mass,Bad quality,not GainREAD MORE,5
Endura Mass,Must buy!,GoodREAD MORE,5
Endura Mass,Great product,Nice productREAD MORE,5
